experiment_sub	experiment_pair	experiment_group	aggregated_impressions_28d	aggregated_clicks_28d	shopify:Handle	shopify:Title	shopify:Type	shopify:Product Category	shopify:Tags	shopify:Variant SKU	shopify:Variant Price	shopify:Variant Compare At Price	shopify:SEO Title	shopify:SEO Description	shopify:Body (HTML)	shopify:Status	gmc:title	gmc:id	gmc:google product category	gmc:product type	gmc:description	gmc:color	gmc:condition	gmc:size	gmc:brand	gmc:availability	gmc:price	gmc:sale price	gmc:feed label	gmc:image link	gmc:modification info(modification source:modifier)	gmc:product detail(attribute name:attribute value:section name)	gmc:all clicks	gmc:shipping weight	gmc:sku
main	10	TEST	28	0	ivory-velvet-woven-stool-copy	Petrol Velvet Woven Stool	Woven stool	Furniture > Chairs		20017Ptr	363.00	485.00		Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.	"<p>Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.<strong data-mce-fragment=""1""></strong></p>"	active	Petrol Velvet Woven Stool	shopify_US_8489399812251_46392670650523	furniture > chairs	Woven stool	Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.				Knots Studio	in stock	465.00 USD	418.00 USD	US	https://cdn.shopify.com/s/files/1/1129/5340/files/petrol1.jpg?v=1747513785	third party shopify:third party syncing		0	4 kg	20017Ptr
main	11	CONTROL	235	0	citron-velvet-woven-stool	Citron Velvet Woven Stool	Woven stool	Furniture > Chairs > Table & Bar Stools		20017Cit	363.00	485.00		Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.	"<p>Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.<strong data-mce-fragment=""1""></strong></p>"	active	Citron Velvet Woven Stool	shopify_US_8175959900315_45184388923547	furniture > chairs > table & bar stools	Woven stool	Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.				Knots Studio	in stock	485.00 USD	363.00 USD	USD_649363611	https://cdn.shopify.com/s/files/1/1129/5340/files/citron_stool.jpg?v=1773168585	third party shopify:third party syncing		0	4 kg	20017Cit
main	11	TEST	276	0	burgundy-cherry-woven-stool	Burgundy Woven Stool	Woven stool	Furniture > Chairs		20017Brg	363.00	485.00		Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.	"<p>Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.<strong data-mce-fragment=""1""></strong></p>"	active	Burgundy Woven Stool	shopify_US_8489387983003_46392635130011	furniture > chairs	Woven stool	Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.				Knots Studio	in stock	465.00 USD	418.00 USD	US	https://cdn.shopify.com/s/files/1/1129/5340/files/stoolburgandy.jpg?v=1754773132	third party shopify:third party syncing		0	4 kg	20017Brg
main	12	CONTROL	3865	27	l-citron-knot-floor-cushion-new	(L) Citron Knot Ottoman	Large knot cushion	Home & Garden > Decor > Ottoman Cushions	floor cushion, floor cushions, floor pillow, floor pillows, pouf, pouf_ottoman, velvet	10030Cit	559.00	746.00		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	"<p class=""whitespace-normal break-words"">The Knot Ottoman combines exceptional comfort with striking visual appeal. Its unique sculptural design serves as both functional seating and an eye-catching conversation piece that transforms any space. Perfect for extra seating or filling that tricky spot in your home, this versatile piece effortlessly blends form and function. Your guests won't be able to ignore its artistic beauty and inviting comfort—making it an unforgettable addition to any room.</p>"	active	(L) Citron Knot Ottoman	shopify_US_8483246538907_46361291358363	home & garden > decor > ottoman cushions	Large knot cushion	This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun				knots studio	in stock	698.00 USD	625.00 USD	USD_649363611	https://cdn.shopify.com/s/files/1/1129/5340/files/cit2.jpg?v=1762443522	third party shopify:third party syncing		0	8 kg	10030Cit
main	12	TEST	3859	17	l-ivory-knot-floor-cushion-new	(L) Ivory Knot Ottoman	Large knot cushion	Home & Garden > Decor > Ottoman Cushions	floor cushion, floor cushions, floor pillow, floor pillows, pouf, pouf_ottoman, velvet	10030Ivr	559.00	746.00		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	"<p class=""whitespace-normal break-words"">The Knot Ottoman combines exceptional comfort with striking visual appeal. Its unique sculptural design serves as both functional seating and an eye-catching conversation piece that transforms any space. Perfect for extra seating or filling that tricky spot in your home, this versatile piece effortlessly blends form and function. Your guests won't be able to ignore its artistic beauty and inviting comfort—making it an unforgettable addition to any room.</p>"	active	(L) Ivory Knot Ottoman	shopify_US_8483249127579_46361305743515	home & garden > decor > ottoman cushions	Large knot cushion	This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun				knots studio	in stock	698.00 USD	625.00 USD	US	https://cdn.shopify.com/s/files/1/1129/5340/files/IVORYL2.jpg?v=1746873470	third party shopify:third party syncing		17	8 kg	10030Ivr
main	13	CONTROL	4621	72	l-sterling-silver-knot-floor-cushion-new	(L) Sterling Silver Knot Ottoman	Large knot cushion	Home & Garden > Decor > Ottoman Cushions	floor cushion, floor cushions, floor pillow, floor pillows, pouf, pouf_ottoman, velvet	10030Gry	559.00	746.00		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	"<p class=""whitespace-normal break-words"">The Knot Ottoman combines exceptional comfort with striking visual appeal. Its unique sculptural design serves as both functional seating and an eye-catching conversation piece that transforms any space. Perfect for extra seating or filling that tricky spot in your home, this versatile piece effortlessly blends form and function. Your guests won't be able to ignore its artistic beauty and inviting comfort—making it an unforgettable addition to any room.</p>"	active	(L) Sterling Silver Knot Ottoman	shopify_US_8483262365851_46361339199643	home & garden > decor > ottoman cushions	Large knot cushion	This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun				knots studio	in stock	698.00 USD	625.00 USD	USD_649363611	https://cdn.shopify.com/s/files/1/1129/5340/files/C0B7AD8A-019F-4CED-B5EC-991CF7391051.png?v=1754766660	third party shopify:third party syncing		0	8 kg	10030Gry
main	13	TEST	5530	21	l-mauve-knot-floor-cushion-new	(L) Mauve Knot Ottoman	Large knot cushion	Home & Garden > Decor > Ottoman Cushions	floor cushion, floor cushions, floor pillow, floor pillows, pouf, pouf_ottoman, velvet	10030Mve	559.00	746.00		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	"<p class=""whitespace-normal break-words"">The Knot Ottoman combines exceptional comfort with striking visual appeal. Its unique sculptural design serves as both functional seating and an eye-catching conversation piece that transforms any space. Perfect for extra seating or filling that tricky spot in your home, this versatile piece effortlessly blends form and function. Your guests won't be able to ignore its artistic beauty and inviting comfort—making it an unforgettable addition to any room.</p>"	active	(L) Mauve Knot Ottoman	shopify_US_8483242967195_46361265373339	home & garden > decor > ottoman cushions	Large knot cushion	This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun				knots studio	in stock	698.00 USD	625.00 USD	US	https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7555.jpgLL.jpg?v=1754772485	third party shopify:third party syncing		21	8 kg	10030Mve
main	14	CONTROL	1332	4	set-of-3-baskets-cobalt-blue	Set Of 3 Baskets- Cobalt Blue	Set of 3 Baskets	Home & Garden > Decor > Baskets	Basket sets	30060blu	446.00	595.00			<p><span>Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized.</span></p>	active	Set Of 3 Baskets- Cobalt Blue	shopify_US_8913608212635_48047352348827	home & garden > decor > baskets	Set of 3 Baskets	Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized.				Knots Studio	in stock	545.00 USD	495.00 USD	US	https://cdn.shopify.com/s/files/1/1129/5340/files/Neta_tesler_change_the_color_of_the_baskets_to_the_blue_color_in_the_photo_of_0eb60bfe-4c47-400b-b813-0177ba9afc9a_upscaled.png?v=1771851528	third party shopify:third party syncing		4	3 kg	30060blu
main	14	TEST	1189	13	set-of-3-baskets-graphite-copy	Set Of 3 Baskets- Stone	Set of 3 Baskets	Home & Garden > Decor > Baskets	Basket sets	30060stn	446.00	595.00			<p><span>Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized.</span></p>	active	Set Of 3 Baskets- Stone	shopify_US_8913576231067_48047273607323	home & garden > decor > baskets	Set of 3 Baskets	Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized.				Knots Studio	out of stock	545.00 USD	495.00 USD	USD_649363611	https://cdn.shopify.com/s/files/1/1129/5340/files/Neta_tesler_A_lifestyle_product_photography_scene_featuring_the_exact_same_se_04900bf2-d7e5-4eda-a62e-ccf1163a7935_1.jpg?v=1773167008	third party shopify:third party syncing		0	3 kg	30060stn
main	15	CONTROL	1863	17	set-of-3-baskets-ted-earth	Set Of 3 Baskets- Red Earth	Set of 3 Baskets	Home & Garden > Decor > Baskets	Basket sets	30060red	446.00	595.00			<p><span>Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized.</span></p>	active	Set Of 3 Baskets- Red Earth	shopify_US_8913574199451_48047264399515	home & garden > decor > baskets	Set of 3 Baskets	Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized.				Knots Studio	in stock	545.00 USD	495.00 USD	USD_649363611	https://cdn.shopify.com/s/files/1/1129/5340/files/Neta_tesler_change_the_color_of_the__cream_baskets_to_the_color_of_the_red_ba_aa21b7ee-084d-4045-b1c2-dadbc08c4e31_upscaled.png?v=1771845507	third party shopify:third party syncing		0	3 kg	30060red
main	15	TEST	3213	57	set-of-3-baskets-red-earth-copy	Set Of 3 Baskets- Graphite	Set of 3 Baskets	Home & Garden > Decor > Baskets	Basket sets	30060grf	446.00	595.00			<p><span>Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized.</span></p>	active	Set Of 3 Baskets- Graphite	shopify_US_8913574461595_48047265939611	home & garden > decor > baskets	Set of 3 Baskets	Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized.				Knots Studio	in stock	545.00 USD	495.00 USD	US	https://cdn.shopify.com/s/files/1/1129/5340/files/Neta_tesler_change_the_color_of_the__cream_baskets_to_the_color_of_the_gray_b_bf02473d-1cf2-4716-923a-e2dc2361c510_upscaled.png?v=1771846412	third party shopify:third party syncing		57	3 kg	30060grf
zero_imp	1	CONTROL	0	0	m-hull-basket-in-red-earth-ultra-suede-copy-copy	(S) Hull Basket in Red Earth Ultra suede		Home & Garden > Decor > Baskets		30010red	101.00	135.00			<p><span>Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organised.</span></p>	active	(S) Hull Basket in Red Earth Ultra suede	shopify_US_8502535389339_46613169242267	home & garden > decor > baskets		Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organised.				knots studio	in stock	135.00 USD	115.00 USD	US	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250713_174816.png?v=1752418352	third party shopify:third party syncing		0	0.5 kg	30010red
zero_imp	1	TEST	0	0	l-hull-basket-in-graphite-ultra-suede-copy	(L) Hull Basket in Graphite Ultra suede		Home & Garden > Decor > Baskets		30030grf	223.00	298.00			<p><span>Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized.</span></p>	active	(L) Hull Basket in Graphite Ultra suede	shopify_US_8502535520411_46613169438875	home & garden > decor > baskets		Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized.				knots studio	in stock	275.00 USD	234.00 USD	US	https://cdn.shopify.com/s/files/1/1129/5340/files/mgrey_1903166f-2a6a-4619-8d33-118329c5d5dd.jpg?v=1755072318	third party shopify:third party syncing		0	1.5 kg	30030grf
zero_imp	2	CONTROL	0	0	l-hull-basket-in-cobalt-ultra-suede	(L) Hull Basket in Cobalt Ultra suede		Home & Garden > Decor > Baskets		30030blu	223.00	298.00			<p><span>Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organised.</span></p>	active	(L) Hull Basket in Cobalt Ultra suede	shopify_US_8502532178075_46613149679771	home & garden > decor > baskets		Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organised.				knots studio	in stock	275.00 USD	234.00 USD	USD_649363611	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250714_095317.jpg?v=1752477913	third party shopify:third party syncing		0	1.5 kg	30030blu
zero_imp	2	TEST	0	0	s-hull-basket-in-cobalt-ultra-suede-copy	(M) Hull Basket in Cobalt Ultra suede		Home & Garden > Decor > Baskets		30020blu	168.00	225.00			<p><span>Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organised.</span></p>	active	(M) Hull Basket in Cobalt Ultra suede	shopify_US_8502506193051_46612972896411	home & garden > decor > baskets		Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organised.				knots studio	in stock	195.00 USD	165.00 USD	US	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250710_140344_3.png?v=1752419774	third party shopify:third party syncing		0	1 kg	30020blu
zero_imp	3	CONTROL	0	0	ivory-velvet-woven-stool	Ivory Velvet Woven Stool	Woven stool	Furniture > Chairs		20017Ivr	363.00	485.00		Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.	"<p>Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.<strong data-mce-fragment=""1""></strong></p>"	active	Ivory Velvet Woven Stool	shopify_US_8489396961435_46392655610011	furniture > chairs	Woven stool	Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.				Knots Studio	in stock	465.00 USD	418.00 USD	US	https://cdn.shopify.com/s/files/1/1129/5340/files/ivory2copy2.jpg?v=1747515483	third party shopify:third party syncing		0	4 kg	20017Ivr
zero_imp	3	TEST	0	0	truffle-velvet-woven-stool	Truffle Velvet Woven Stool	Woven stool	Furniture > Chairs		20017Trf	363.00	485.00		Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.	"<p>Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.<strong data-mce-fragment=""1""></strong></p>"	active	Truffle Velvet Woven Stool	shopify_US_8489402040475_46392676712603	furniture > chairs	Woven stool	Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.				Knots Studio	in stock	465.00 USD	418.00 USD	USD_649363611	https://cdn.shopify.com/s/files/1/1129/5340/files/trufllestool4.jpg?v=1747513916	third party shopify:third party syncing		0	4 kg	20017Trf
zero_imp	4	CONTROL	0	0	s-hull-basket-in-cobalt-ultra-suede	(S) Hull Basket in Cobalt Ultra suede		Home & Garden > Decor > Baskets		30010blu	101.00	135.00			<p><span>Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organised.</span></p>	active	(S) Hull Basket in Cobalt Ultra suede	shopify_US_8502505537691_46612969128091	home & garden > decor > baskets		Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organised.				knots studio	in stock	135.00 USD	115.00 USD	USD_649363611	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250713_164008.png?v=1752414781	third party shopify:third party syncing		0	0.5 kg	30010blu
zero_imp	4	TEST	0	0	l-truffle-knot-floor-cushion-new	(L) Truffle Knot Ottoman	Large knot cushion	Home & Garden > Decor > Ottoman Cushions	floor cushion, floor cushions, floor pillow, floor pillows, pouf, pouf_ottoman, velvet	10030Trf	559.00	746.00		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	"<p class=""whitespace-normal break-words"">The Knot Ottoman combines exceptional comfort with striking visual appeal. Its unique sculptural design serves as both functional seating and an eye-catching conversation piece that transforms any space. Perfect for extra seating or filling that tricky spot in your home, this versatile piece effortlessly blends form and function. Your guests won't be able to ignore its artistic beauty and inviting comfort—making it an unforgettable addition to any room.</p>"	active	(L) Truffle Knot Ottoman	shopify_US_8483252895899_46361315606683	home & garden > decor > ottoman cushions	Large knot cushion	This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun				knots studio	in stock	698.00 USD	625.00 USD	USD_649363611	https://cdn.shopify.com/s/files/1/1129/5340/files/traf2.jpg?v=1746875658	third party shopify:third party syncing		0	8 kg	10030Trf
